TowerSkill表格,,,,,,,,,,,,,,,,
Both,,,,,,,,,,,,,,,,
ID,VariableName,VariableComment,Name,Bullet,FireTime,FireEffect,FireAnimation,FireSound,CD,ClearTarget,SearchTarget,EnemyType,Param0,ParamDesc0,Param1,ParamDesc1
10103,XIAN_DAN_2_RED,二星霰弹塔红宝石,二星霰弹塔红宝石,"1101031,1101032,1101032,1101032,1101032","0,0,0,0,0",0,,3020,1.2,0,1,1,,,,
10104,XIAN_DAN_2_GREEN,二星霰弹塔绿宝石,二星霰弹塔绿宝石,"1101041,1101042,1101042,1101042,1101042","0,0,0,0,0",0,,3020,1.2,0,1,1,,,,
10105,XIAN_DAN_2_BLUE,二星霰弹塔蓝宝石,二星霰弹塔蓝宝石,"1101051,1101052,1101052,1101052,1101052","0,0,0,0,0",0,,3020,1.2,0,1,1,,,,
10201,XIAN_DAN_3,三星霰弹塔,三星霰弹塔,"1102011,1102012,1102012,1102012,1102012","0,0,0,0,0",0,,3020,1.1,0,1,1,,,,
10202,XIAN_DAN_3_PURPLE,三星霰弹塔紫宝石,三星霰弹塔紫宝石,"1102021,1102022,1102022,1102022,1102022","0,0,0,0,0",0,,3020,1.1,0,1,1,,,,
10203,XIAN_DAN_3_RED,三星霰弹塔红宝石,三星霰弹塔红宝石,"1102031,1102032,1102032,1102032,1102032","0,0,0,0,0",0,,3020,1.1,0,1,1,,,,
10204,XIAN_DAN_3_GREEN,三星霰弹塔绿宝石,三星霰弹塔绿宝石,"1102041,1102042,1102042,1102042,1102042","0,0,0,0,0",0,,3020,1.1,0,1,1,,,,
10205,XIAN_DAN_3_BLUE,三星霰弹塔蓝宝石,三星霰弹塔蓝宝石,"1102051,1102052,1102052,1102052,1102052","0,0,0,0,0",0,,3020,1.1,0,1,1,,,,
9001,QIU_XING_FEI_DAN_1,一星回旋飞镖塔,一星回旋飞镖塔,90011,0,0,,3047,1.5,0,1,2,,,,
9002,QIU_XING_FEI_DAN_1_PURPLE,一星回旋飞镖塔紫宝石,一星回旋飞镖塔紫宝石,90021,0,0,,3047,1.5,0,1,2,,,,
9003,QIU_XING_FEI_DAN_1_RED,一星回旋飞镖塔红宝石,一星回旋飞镖塔红宝石,90031,0,0,,3047,1.5,0,1,2,,,,
9004,QIU_XING_FEI_DAN_1_GREEN,一星回旋飞镖塔绿宝石,一星回旋飞镖塔绿宝石,90041,0,0,,3047,1.5,0,1,2,,,,
9005,QIU_XING_FEI_DAN_1_BLUE,一星回旋飞镖塔蓝宝石,一星回旋飞镖塔蓝宝石,90051,0,0,,3047,1.5,0,1,2,,,,
9101,QIU_XING_FEI_DAN_2,二星回旋飞镖塔,二星回旋飞镖塔,"91011,91012","0,0.35",0,,3047,1.5,0,1,2,,,,
9102,QIU_XING_FEI_DAN_2_PURPLE,二星回旋飞镖塔紫宝石,二星回旋飞镖塔紫宝石,"91021,91022","0,0.35",0,,3047,1.5,0,1,2,,,,
9103,QIU_XING_FEI_DAN_2_RED,二星回旋飞镖塔红宝石,二星回旋飞镖塔红宝石,"91031,91032","0,0.35",0,,3047,1.5,0,1,2,,,,
9104,QIU_XING_FEI_DAN_2_GREEN,二星回旋飞镖塔绿宝石,二星回旋飞镖塔绿宝石,"91041,91042","0,0.35",0,,3047,1.5,0,1,2,,,,
9105,QIU_XING_FEI_DAN_2_BLUE,二星回旋飞镖塔蓝宝石,二星回旋飞镖塔蓝宝石,"91051,91052","0,0.35",0,,3047,1.5,0,1,2,,,,
9201,QIU_XING_FEI_DAN_3,三星回旋飞镖塔,三星回旋飞镖塔,"92011,92012,92013","0,0.35,0.7",0,,3047,1.5,0,1,2,,,,
9202,QIU_XING_FEI_DAN_3_PURPLE,三星回旋飞镖塔紫宝石,三星回旋飞镖塔紫宝石,"92021,92022,92023","0,0.35,0.7",0,,3047,1.5,0,1,2,,,,
9203,QIU_XING_FEI_DAN_3_RED,三星回旋飞镖塔红宝石,三星回旋飞镖塔红宝石,"92031,92032,92033","0,0.35,0.7",0,,3047,1.5,0,1,2,,,,
9204,QIU_XING_FEI_DAN_3_GREEN,三星回旋飞镖塔绿宝石,三星回旋飞镖塔绿宝石,"92041,92042,92043","0,0.35,0.7",0,,3047,1.5,0,1,2,,,,
9205,QIU_XING_FEI_DAN_3_BLUE,三星回旋飞镖塔蓝宝石,三星回旋飞镖塔蓝宝石,"92051,92052,92053","0,0.35,0.7",0,,3047,1.5,0,1,2,,,,
11001,TIAN_KONG_ZHI_MAO_1,一星天空之矛,一星天空之矛,110011,0,0,,3005,2.6,0,1,2,,,,
11002,TIAN_KONG_ZHI_MAO_1_PURPLE,一星天空之矛紫宝石,一星天空之矛紫宝石,110021,0,0,,3005,2.6,0,1,2,,,,
11003,TIAN_KONG_ZHI_MAO_1_RED,一星天空之矛红宝石,一星天空之矛红宝石,110031,0,0,,3005,2.6,0,1,2,,,,
11004,TIAN_KONG_ZHI_MAO_1_GREEN,一星天空之矛绿宝石,一星天空之矛绿宝石,110041,0,0,,3005,2.6,0,1,2,,,,
11005,TIAN_KONG_ZHI_MAO_1_BLUE,一星天空之矛蓝宝石,一星天空之矛蓝宝石,110051,0,0,,3005,2.6,0,1,2,,,,
11101,TIAN_KONG_ZHI_MAO_2,二星天空之矛,二星天空之矛,111011,0,0,,3005,2.4,0,1,2,,,,
11102,TIAN_KONG_ZHI_MAO_2_PURPLE,二星天空之矛紫宝石,二星天空之矛紫宝石,111021,0,0,,3005,2.4,0,1,2,,,,
11103,TIAN_KONG_ZHI_MAO_2_RED,二星天空之矛红宝石,二星天空之矛红宝石,111031,0,0,,3005,2.4,0,1,2,,,,
11104,TIAN_KONG_ZHI_MAO_2_GREEN,二星天空之矛绿宝石,二星天空之矛绿宝石,111041,0,0,,3005,2.4,0,1,2,,,,
11105,TIAN_KONG_ZHI_MAO_2_BLUE,二星天空之矛蓝宝石,二星天空之矛蓝宝石,111051,0,0,,3005,2.4,0,1,2,,,,
11201,TIAN_KONG_ZHI_MAO_3,三星天空之矛,三星天空之矛,112011,0,0,,3005,2.2,0,1,2,,,,
11202,TIAN_KONG_ZHI_MAO_3_PURPLE,三星天空之矛紫宝石,三星天空之矛紫宝石,112021,0,0,,3005,2.2,0,1,2,,,,
11203,TIAN_KONG_ZHI_MAO_3_RED,三星天空之矛红宝石,三星天空之矛红宝石,112031,0,0,,3005,2.2,0,1,2,,,,
11204,TIAN_KONG_ZHI_MAO_3_GREEN,三星天空之矛绿宝石,三星天空之矛绿宝石,112041,0,0,,3005,2.2,0,1,2,,,,
11205,TIAN_KONG_ZHI_MAO_3_BLUE,三星天空之矛蓝宝石,三星天空之矛蓝宝石,112051,0,0,,3005,2.2,0,1,2,,,,
15001,BO_DONG_1,一星风刃发射器,一星风刃发射器,150011,0,0,,3032,4,0,1,3,20,飞行距离,,
15002,BO_DONG_1_PURPLE,一星风刃发射器紫宝石,一星风刃发射器紫宝石,150021,0,0,,3032,4,0,1,3,20,飞行距离,,
15003,BO_DONG_1_RED,一星风刃发射器红宝石,一星风刃发射器红宝石,150031,0,0,,3032,4,0,1,3,20,飞行距离,,
15004,BO_DONG_1_GREEN,一星风刃发射器绿宝石,一星风刃发射器绿宝石,150041,0,0,,3032,4,0,1,3,20,飞行距离,,
15005,BO_DONG_1_BLUE,一星风刃发射器蓝宝石,一星风刃发射器蓝宝石,150051,0,0,,3032,4,0,1,3,20,飞行距离,,
15101,BO_DONG_2,二星风刃发射器,二星风刃发射器,151011,0,0,,3032,3.8,0,1,3,20,飞行距离,,
15102,BO_DONG_2_PURPLE,二星风刃发射器紫宝石,二星风刃发射器紫宝石,151021,0,0,,3032,3.8,0,1,3,20,飞行距离,,
15103,BO_DONG_2_RED,二星风刃发射器红宝石,二星风刃发射器红宝石,151031,0,0,,3032,3.8,0,1,3,20,飞行距离,,
15104,BO_DONG_2_GREEN,二星风刃发射器绿宝石,二星风刃发射器绿宝石,151041,0,0,,3032,3.8,0,1,3,20,飞行距离,,
15105,BO_DONG_2_BLUE,二星风刃发射器蓝宝石,二星风刃发射器蓝宝石,151051,0,0,,3032,3.8,0,1,3,20,飞行距离,,
15201,BO_DONG_3,三星风刃发射器,三星风刃发射器,152011,0,0,,3032,3.6,0,1,3,20,飞行距离,,
15202,BO_DONG_3_PURPLE,三星风刃发射器紫宝石,三星风刃发射器紫宝石,152021,0,0,,3032,3.6,0,1,3,20,飞行距离,,
15203,BO_DONG_3_RED,三星风刃发射器红宝石,三星风刃发射器红宝石,152031,0,0,,3032,3.6,0,1,3,20,飞行距离,,
15204,BO_DONG_3_GREEN,三星风刃发射器绿宝石,三星风刃发射器绿宝石,152041,0,0,,3032,3.6,0,1,3,20,飞行距离,,
15205,BO_DONG_3_BLUE,三星风刃发射器蓝宝石,三星风刃发射器蓝宝石,152051,0,0,,3032,3.6,0,1,3,20,飞行距离,,
14001,ZHEN_DANG_1,一星电磁震荡塔,一星电磁震荡塔,140011,0,0,,3029,0.6,0,2,1,1,生成间隔,4,最大个数
14002,ZHEN_DANG_1_PURPLE,一星电磁震荡塔紫宝石,一星电磁震荡塔紫宝石,140021,0,0,,3029,0.6,0,2,1,1,生成间隔,4,最大个数
14003,ZHEN_DANG_1_RED,一星电磁震荡塔红宝石,一星电磁震荡塔红宝石,140031,0,0,,3029,0.6,0,2,1,1,生成间隔,4,最大个数
14004,ZHEN_DANG_1_GREEN,一星电磁震荡塔绿宝石,一星电磁震荡塔绿宝石,140041,0,0,,3029,0.6,0,2,1,1,生成间隔,4,最大个数
14005,ZHEN_DANG_1_BLUE,一星电磁震荡塔蓝宝石,一星电磁震荡塔蓝宝石,140051,0,0,,3029,0.6,0,2,1,1,生成间隔,4,最大个数
14101,ZHEN_DANG_2,二星电磁震荡塔,二星电磁震荡塔,141011,0,0,,3029,0.6,0,2,1,1,生成间隔,4,最大个数
14102,ZHEN_DANG_2_PURPLE,二星电磁震荡塔紫宝石,二星电磁震荡塔紫宝石,141021,0,0,,3029,0.6,0,2,1,1,生成间隔,4,最大个数
14103,ZHEN_DANG_2_RED,二星电磁震荡塔红宝石,二星电磁震荡塔红宝石,141031,0,0,,3029,0.6,0,2,1,1,生成间隔,4,最大个数
14104,ZHEN_DANG_2_GREEN,二星电磁震荡塔绿宝石,二星电磁震荡塔绿宝石,141041,0,0,,3029,0.6,0,2,1,1,生成间隔,4,最大个数
14105,ZHEN_DANG_2_BLUE,二星电磁震荡塔蓝宝石,二星电磁震荡塔蓝宝石,141051,0,0,,3029,0.6,0,2,1,1,生成间隔,4,最大个数
14201,ZHEN_DANG_3,三星电磁震荡塔,三星电磁震荡塔,142011,0,0,,3029,0.6,0,2,1,1,生成间隔,4,最大个数
14202,ZHEN_DANG_3_PURPLE,三星电磁震荡塔紫宝石,三星电磁震荡塔紫宝石,142021,0,0,,3029,0.6,0,2,1,1,生成间隔,4,最大个数
14203,ZHEN_DANG_3_RED,三星电磁震荡塔红宝石,三星电磁震荡塔红宝石,142031,0,0,,3029,0.6,0,2,1,1,生成间隔,4,最大个数
14204,ZHEN_DANG_3_GREEN,三星电磁震荡塔绿宝石,三星电磁震荡塔绿宝石,142041,0,0,,3029,0.6,0,2,1,1,生成间隔,4,最大个数
14205,ZHEN_DANG_3_BLUE,三星电磁震荡塔蓝宝石,三星电磁震荡塔蓝宝石,142051,0,0,,3029,0.6,0,2,1,1,生成间隔,4,最大个数
13001,QI_QIU_ZHA_DAN_1,一星气球炸弹塔,一星气球炸弹塔,130011,0,0,,3017,10,0,1,2,,,,
13002,QI_QIU_ZHA_DAN_1_PURPLE,一星气球炸弹塔紫宝石,一星气球炸弹塔紫宝石,130021,0,0,,3017,10,0,1,2,,,,
13003,QI_QIU_ZHA_DAN_1_RED,一星气球炸弹塔红宝石,一星气球炸弹塔红宝石,130031,0,0,,3017,10,0,1,2,,,,
13004,QI_QIU_ZHA_DAN_1_GREEN,一星气球炸弹塔绿宝石,一星气球炸弹塔绿宝石,130041,0,0,,3017,10,0,1,2,,,,
13005,QI_QIU_ZHA_DAN_1_BLUE,一星气球炸弹塔蓝宝石,一星气球炸弹塔蓝宝石,130051,0,0,,3017,10,0,1,2,,,,
13101,QI_QIU_ZHA_DAN_2,二星气球炸弹塔,二星气球炸弹塔,131011,0,0,,3017,10,0,1,2,,,,
13102,QI_QIU_ZHA_DAN_2_PURPLE,二星气球炸弹塔紫宝石,二星气球炸弹塔紫宝石,131021,0,0,,3017,10,0,1,2,,,,
13103,QI_QIU_ZHA_DAN_2_RED,二星气球炸弹塔红宝石,二星气球炸弹塔红宝石,131031,0,0,,3017,10,0,1,2,,,,
13104,QI_QIU_ZHA_DAN_2_GREEN,二星气球炸弹塔绿宝石,二星气球炸弹塔绿宝石,131041,0,0,,3017,10,0,1,2,,,,
13105,QI_QIU_ZHA_DAN_2_BLUE,二星气球炸弹塔蓝宝石,二星气球炸弹塔蓝宝石,131051,0,0,,3017,10,0,1,2,,,,
13201,QI_QIU_ZHA_DAN_3,三星气球炸弹塔,三星气球炸弹塔,132011,0,0,,3017,10,0,1,2,,,,
13202,QI_QIU_ZHA_DAN_3_PURPLE,三星气球炸弹塔紫宝石,三星气球炸弹塔紫宝石,132021,0,0,,3017,10,0,1,2,,,,
13203,QI_QIU_ZHA_DAN_3_RED,三星气球炸弹塔红宝石,三星气球炸弹塔红宝石,132031,0,0,,3017,10,0,1,2,,,,
13204,QI_QIU_ZHA_DAN_3_GREEN,三星气球炸弹塔绿宝石,三星气球炸弹塔绿宝石,132041,0,0,,3017,10,0,1,2,,,,
13205,QI_QIU_ZHA_DAN_3_BLUE,三星气球炸弹塔蓝宝石,三星气球炸弹塔蓝宝石,132051,0,0,,3017,10,0,1,2,,,,
3001,TOU_SHI_JI_1,一星投石机,一星投石机,30011,0,0,,3011,3.5,0,0,1,3,寻敌最小范围,,
3002,TOU_SHI_JI_1_PURPLE,一星投石机紫宝石,一星投石机紫宝石,30021,0,0,,3011,3.5,0,0,1,3,寻敌最小范围,,
3003,TOU_SHI_JI_1_RED,一星投石机红宝石,一星投石机红宝石,30031,0,0,,3011,3.5,0,0,1,3,寻敌最小范围,,
3004,TOU_SHI_JI_1_GREEN,一星投石机绿宝石,一星投石机绿宝石,30041,0,0,,3011,3.5,0,0,1,3,寻敌最小范围,,
3005,TOU_SHI_JI_1_BLUE,一星投石机蓝宝石,一星投石机蓝宝石,30051,0,0,,3011,3.5,0,0,1,3,寻敌最小范围,,
3101,TOU_SHI_JI_2,二星投石机,二星投石机,31011,0,0,,3011,3.3,0,0,1,3,寻敌最小范围,,
3102,TOU_SHI_JI_2_PURPLE,二星投石机紫宝石,二星投石机紫宝石,31021,0,0,,3011,3.3,0,0,1,3,寻敌最小范围,,
3103,TOU_SHI_JI_2_RED,二星投石机红宝石,二星投石机红宝石,31031,0,0,,3011,3.3,0,0,1,3,寻敌最小范围,,
3104,TOU_SHI_JI_2_GREEN,二星投石机绿宝石,二星投石机绿宝石,31041,0,0,,3011,3.3,0,0,1,3,寻敌最小范围,,
3105,TOU_SHI_JI_2_BLUE,二星投石机蓝宝石,二星投石机蓝宝石,31051,0,0,,3011,3.3,0,0,1,3,寻敌最小范围,,
3201,TOU_SHI_JI_3,三星投石机,三星投石机,32011,0,0,,3011,3.1,0,0,1,3,寻敌最小范围,,
3202,TOU_SHI_JI_3_PURPLE,三星投石机紫宝石,三星投石机紫宝石,32021,0,0,,3011,3.1,0,0,1,3,寻敌最小范围,,
3203,TOU_SHI_JI_3_RED,三星投石机红宝石,三星投石机红宝石,32031,0,0,,3011,3.1,0,0,1,3,寻敌最小范围,,
3204,TOU_SHI_JI_3_GREEN,三星投石机绿宝石,三星投石机绿宝石,32041,0,0,,3011,3.1,0,0,1,3,寻敌最小范围,,
